,Class,Cap-Shape,Cap-Surface,Cap-Color,Bruises,Odor,Gill-Attachment,Gill-Spacing,Gill-Size,Gill-Color,Stalk-Shape,Stalk-Root,Stalk-Surface-Above-Ring,Stalk-Surface-Below-Ring,Stalk-Color-Above-Ring,Stalk-Color-Below-Ring,Veil-Color,Ring-Number,Ring-Type,Spore-Print-Color,Population,Habitat
1683,poisonous,flat,scaly,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,grasses
1684,edible,flat,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,scattered,grasses
1685,edible,flat,smooth,brown,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,scattered,grasses
1686,edible,flat,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
1687,edible,flat,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,scattered,grasses
1688,edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods
1689,edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,solitary,woods
1690,edible,convex,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,paths
1691,edible,convex,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,solitary,woods
1692,edible,flat,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
1693,edible,flat,smooth,brown,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,scattered,grasses
1694,edible,flat,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
1695,edible,convex,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,abundant,grasses
1696,edible,flat,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,scattered,grasses
1697,edible,flat,fibrous,gray,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,abundant,grasses
1698,edible,convex,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,abundant,grasses
1699,edible,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
1700,edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
1701,edible,flat,smooth,white,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
1702,edible,flat,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,scattered,grasses
1703,poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
1704,edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,black,solitary,woods
1705,edible,convex,fibrous,brown,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,scattered,grasses
1706,edible,flat,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,black,scattered,grasses
1707,poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
1708,edible,flat,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,scattered,grasses
1709,edible,convex,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,black,several,woods
1710,edible,convex,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,abundant,grasses
1711,edible,convex,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,scattered,grasses
1712,edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,brown,several,woods
1713,edible,convex,smooth,gray,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
1714,edible,flat,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
1715,edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,solitary,woods
1716,edible,convex,scaly,white,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
1717,edible,convex,scaly,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
1718,edible,flat,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,scattered,grasses
1719,edible,flat,smooth,white,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,abundant,grasses
1720,edible,flat,smooth,brown,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,scattered,grasses
1721,edible,flat,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,abundant,grasses
1722,edible,convex,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
1723,edible,convex,smooth,brown,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
1724,edible,bell,scaly,yellow,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
1725,poisonous,flat,scaly,white,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,grasses
1726,edible,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,black,abundant,grasses
1727,edible,flat,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,scattered,grasses
1728,edible,convex,scaly,brown,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,grasses
1729,edible,convex,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
1730,edible,flat,smooth,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,abundant,grasses
1731,poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,urban
1732,edible,flat,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,abundant,grasses
1733,edible,convex,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,scattered,grasses
1734,poisonous,flat,smooth,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,grasses
1735,edible,convex,fibrous,brown,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,abundant,grasses
1736,edible,convex,smooth,brown,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,abundant,grasses
1737,edible,convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,black,several,woods
1738,edible,flat,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,scattered,grasses
1739,poisonous,flat,smooth,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
1740,edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,black,abundant,grasses
1741,edible,flat,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
1742,edible,flat,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
1743,edible,convex,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,abundant,grasses
1744,edible,flat,scaly,brown,bruises,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,grasses
1745,poisonous,flat,smooth,white,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
1746,edible,convex,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,abundant,grasses
1747,edible,flat,fibrous,brown,no,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,solitary,urban
1748,poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,urban
1749,edible,flat,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
1750,edible,convex,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
1751,edible,flat,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,paths
1752,edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
1753,edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,abundant,grasses
1754,poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
1755,edible,flat,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,scattered,grasses
1756,edible,flat,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
1757,edible,convex,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,scattered,grasses
1758,edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,brown,several,woods
1759,edible,convex,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,scattered,grasses
1760,edible,convex,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,abundant,grasses
1761,edible,convex,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,scattered,grasses
1762,edible,flat,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
1763,edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,black,solitary,woods
1764,edible,convex,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
1765,poisonous,convex,smooth,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,urban
1766,edible,flat,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
1767,edible,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
1768,edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,black,several,woods
1769,edible,convex,scaly,yellow,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,grasses
1770,edible,convex,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,abundant,grasses
1771,edible,convex,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,abundant,grasses
1772,edible,convex,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,abundant,grasses
1773,edible,convex,scaly,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
1774,edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,black,solitary,woods
1775,edible,convex,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,abundant,grasses
1776,edible,convex,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,abundant,grasses
1777,poisonous,flat,smooth,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,urban
1778,poisonous,flat,smooth,white,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,urban
1779,edible,convex,smooth,brown,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,abundant,grasses
1780,edible,convex,fibrous,gray,no,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
1781,edible,flat,smooth,brown,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,scattered,grasses
1782,edible,convex,smooth,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,abundant,grasses
1783,poisonous,flat,smooth,white,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
1784,edible,bell,smooth,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
1785,edible,convex,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,abundant,grasses
1786,poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,urban
1787,edible,convex,smooth,gray,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,abundant,grasses
1788,edible,convex,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
